c,n,g,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,n,b,v,c_replaced
821.25883,U. E. Nilo Soruco Arancibia,LIBRE,23,114,2,220,4,6,106,116,36,7,591,821.25883
821.25884,U. E. Alcides Arguedas A.,PDC,39,143,5,189,13,10,205,76,92,9,680,821.25884
821.25885,U. E. Santa Mónica,LIBRE,144,393,12,886,51,38,546,291,253,31,2361,821.25885
821.25886,U. E. Juancito Pinto B,PDC,511,189,39,226,67,35,1004,110,1977,150,2181,821.25886
821.25887,U. E. 8 de Mayo,LIBRE,28,111,2,483,3,16,80,145,35,5,868,821.25887
821.25888,U. E. Francisco Javier Baldivieso Luna,PDC,115,216,9,297,25,22,404,142,335,23,1230,821.25888
821.25889,U. E. San Vicente de Paul,PDC,136,105,20,163,23,16,471,66,491,32,1000,821.25889
821.25890,U. E. San Andrés,PDC,26,28,5,48,6,10,120,19,107,7,262,821.25890
821.25891,U. E. Cochabamba,LIBRE,4,21,0,79,0,0,22,20,9,3,146,821.25891
821.25892,U. E. Bolivia Japón Tarde,PDC,28,100,3,183,9,8,184,75,78,7,590,821.25892
821.25897,U. E. Pentecostal de Bolivia,PDC,112,125,18,271,43,13,508,102,310,18,1192,821.25897
821.25898,Sede Social de OTB Cerro San Miguel  Alto,PDC,13,21,1,25,5,1,37,13,32,6,116,821.25898
821.25899,U. E. El Molino,PDC,95,147,8,230,16,13,470,68,296,16,1047,821.25899
821.25900,U. E. Canaán,PDC,44,78,2,106,8,12,162,60,81,12,472,821.25900
821.25901,U. E. Luz y Verdad,PDC,34,58,1,99,8,5,125,51,69,1,381,821.25901
821.25902,U. E. Padre Luis Diez del Pozo,PDC,164,315,26,380,45,36,712,182,399,33,1860,821.25902
821.25921,U. E. Ave María,LIBRE,34,173,2,530,12,17,147,151,81,5,1066,821.25921
821.25922,U.E. Genoveva Ríos,LIBRE,87,335,9,803,21,23,289,257,172,13,1824,821.25922
821.25923,U. E. John Dewey,LIBRE,21,175,2,589,9,17,91,164,51,4,1068,821.25923
821.25929,U. E. Patria Nueva,PDC,378,207,83,234,48,47,1105,123,1775,71,2225,821.25929
821.25930,U. E. Tiquirani,PDC,171,153,14,184,18,28,505,67,494,42,1140,821.25930
821.26145,U.E. Marina Nuñez del Prado,PDC,57,51,4,49,15,2,177,23,201,13,378,821.26145
821.26147,U.E. Prof. Jaime Alfonso Escalante Gutierrez,PDC,57,150,0,164,3,7,192,76,112,6,649,821.26147
821.26148,U.E. Ana María Romero de Campero,PDC,85,70,6,82,15,12,230,28,243,19,528,821.26148
821.26318,U. E. Saúl Mendoza,LIBRE,13,67,3,112,4,3,48,41,31,1,291,821.26318
821.26321,U. E. Bolivia Holanda,PDC,50,24,1,55,9,3,154,17,184,12,313,821.26321
821.26322,U. E. Libertad,PDC,251,155,34,203,57,41,946,108,864,50,1795,821.26322
821.26323,U. E. Juan Lechin Oquendo,PDC,222,165,44,209,37,43,807,118,803,51,1645,821.26323
821.26324,Sede Social Alto Higuerani,PDC,70,26,31,25,10,5,92,14,233,10,273,821.26324
821.26325,U. E. Rey de Reyes,LIBRE,80,604,4,1572,15,41,174,483,152,20,2973,821.26325
821.26439,U. E. Adventista Cochabamba,LIBRE,31,156,1,794,7,15,77,229,42,6,1310,821.26439
821.26440,Colegio Despertad Montessori (Secundario),LIBRE,2,8,0,38,0,0,5,17,3,2,70,821.26440
821.26441,U. E. Lía Rivera de Guzmán,LIBRE,11,23,0,87,3,4,25,36,14,1,189,821.26441
821.26442,kinder Antofagasta,LIBRE,34,183,5,605,6,17,122,213,63,8,1185,821.26442
821.26443,Centro de Educación Alternativa Don Bosco C,LIBRE,4,36,0,109,1,2,14,25,13,2,191,821.26443
821.26444,U.E. Mariscal Otto Felipe Braum,LIBRE,30,180,1,472,16,20,156,171,65,9,1046,821.26444
821.26445,kinder Branko Petricevic B,LIBRE,21,116,2,439,4,9,79,111,38,6,781,821.26445
821.26446,Colegio Evangelico Emanuel,LIBRE,5,20,0,148,2,2,18,42,9,1,237,821.26446
821.26447,U. E. Ayni Pacha,PDC,46,35,8,58,15,3,149,22,170,10,336,821.26447
821.26448,Universidad Latinoamericana,LIBRE,10,33,2,88,6,1,43,27,19,4,210,821.26448
821.26449,Kinder San Joaquín,LIBRE,11,37,2,81,3,1,42,25,15,2,202,821.26449
821.26451,U. E. Guillermo Urquidi,LIBRE,3,15,0,55,0,1,10,12,2,1,96,821.26451
821.32072,U.E. Mariano Ricardo Terrazas,LIBRE,9,34,0,145,4,2,14,55,20,2,263,821.32072
821.32358,U.E. Alejo Calatayud,APB-SUMATE,25,68,2,68,2,5,62,32,38,5,264,821.32358
821.32359,U.E. Octavio Campero Echazu,PDC,61,31,16,35,8,6,133,23,225,11,313,821.32359
821.32410,U.E. La Frontera,PDC,45,18,3,26,3,12,92,18,143,9,217,821.32410
821.32411,U.E. Alto Florida,PDC,42,19,4,14,2,3,93,7,192,7,184,821.32411
821.32412,Sede Social Barrio Colquiri,LIBRE,43,205,4,667,13,22,128,228,89,6,1310,821.32412
821.32413,U.E. Pedro Poveda,LIBRE,135,597,6,2118,20,53,250,599,200,28,3778,821.32413
822.2001,Escuela Simon Rodriguez,PDC,251,231,28,311,27,49,496,107,723,73,1500,822.2001
822.2002,Escuela Manuel De Ugarte,PDC,240,224,22,289,21,59,406,111,772,81,1372,822.2002
822.2003,Escuela 20 de Diciembre,PDC,210,264,28,307,21,44,346,83,702,65,1303,822.2003
822.32073,U.E. San Adalberto Fe y Alegría,LIBRE,8,11,0,28,1,3,23,7,18,3,81,822.32073
822.32074,U.E. Simón Bolivar,LIBRE,1,4,0,18,0,0,8,5,10,0,36,822.32074
822.32185,U.E. Jose Nabor Quintana Navia,PDC,63,59,4,60,10,9,130,23,175,16,358,822.32185
823.2004,Nucleo Escolar El Cercado,AP,44,5,15,3,0,13,16,7,168,25,103,823.2004
824.2005,Nucleo Educativo Tipajara,AP,37,4,1,2,1,2,14,2,164,7,63,824.2005
825.2006,Unidad Educativa Novillero,AP,44,14,3,15,4,14,29,7,208,14,130,825.2006
826.2007,Nucleo Escolar Villa Granado,PDC,41,25,6,19,2,13,67,6,407,47,179,826.2007
827.2008,Unidad Educativa Estanzuela,AP,25,2,4,6,3,2,11,3,95,10,56,827.2008
828.2010,Unidad Educativa Quiroga,PDC,67,34,18,25,7,22,94,14,425,111,281,828.2010
829.2009,Unidad Educativa Lagarpampa,AP,20,4,5,2,5,4,5,1,109,22,46,829.2009
830.2012,Colegio Tte.Cnel. Nataniel Verduguez,LIBRE,69,190,12,225,18,8,139,75,92,7,736,830.2012
831.2013,Escuela Central Quinori,APB-SUMATE,18,54,3,8,3,5,15,9,52,16,115,831.2013
832.2014,Unidad Educativa Omereque,PDC,159,104,33,95,27,34,546,30,795,72,1028,832.2014
833.25027,Unidad Educativa Huanacuni Grande,PDC,9,5,2,0,1,0,9,0,82,7,26,833.25027
834.2016,Escuela Central Peña Colorada,PDC,48,32,24,30,5,6,121,7,149,14,273,834.2016
835.2017,Unidad Educativa Perereta,PDC,29,9,4,3,2,5,48,4,68,5,104,835.2017
837.2019,Escuela Seccional Chari Chari,PDC,7,4,0,3,0,0,8,0,34,1,22,837.2019
838.25360,U.E. Jose Miguel Lanza,PDC,225,69,16,85,12,29,301,21,1639,124,758,838.25360
840.3003,Unidad Educativa Tapaza,PDC,4,2,0,1,1,0,8,2,119,6,18,840.3003
841.3004,Unidad Educativa Machaca,AP,30,6,0,2,5,1,21,1,101,22,66,841.3004
842.3008,Escuela Mariano Baptista (Calchani),PDC,16,7,5,12,1,3,17,2,258,22,63,842.3008
843.3011,Colegio Simon Bolivar Fe y Alegria,PDC,406,64,21,43,12,15,412,19,738,68,992,843.3011
845.3005,U.E. Julian Apaza de Pocanchi,AP,35,6,6,2,6,0,17,0,182,34,72,845.3005
849.1,Unidad Educativa Sisi Palermo,PDC,23,1,3,0,1,0,36,2,251,23,66,849.1
850.3012,Escuela Mariano Baptista  Morochata,PDC,103,17,7,20,13,2,123,18,986,58,303,850.3012
851.3013,Colegio Rene Barrientos Ortuño  Piusilla,AP,83,5,8,7,7,1,66,4,361,19,181,851.3013
852.3014,Colegio Secundario Cocapata,PDC,47,10,9,4,5,4,52,2,129,20,133,852.3014
853.3017,Escuela Gildaro Antezana Rojas,AP,64,14,10,5,12,0,45,2,629,52,152,853.3017
855.3022,Unidad Educativa Icari,PDC,50,10,10,6,5,0,57,3,249,12,141,855.3022
857.3028,Sede Sub   Central Viscachas,AP,4,0,0,0,0,1,0,0,16,0,5,857.3028
858.3024,Escuela Julio Espinoza Canelas Punacachi,AP,69,15,8,8,7,3,43,4,492,59,157,858.3024
859.3027,Escuela Pedro Domingo Murillo  Calientes,PDC,56,8,6,7,3,9,61,0,415,16,150,859.3027
860.3026,Escuela Hilarion Grageda   Yayani,AP,38,14,14,7,3,2,28,5,542,68,111,860.3026
861.3025,Escuela 26 de Mayo   Chaupisuyo B,AP,37,7,7,3,4,2,24,1,655,40,85,861.3025
863.3009,U.E. Chamacoma,AP,9,0,2,2,3,4,6,2,217,16,28,863.3009
864.3019,Escuela 15 de Febrero (El Choro),AP,148,18,8,11,5,9,87,9,335,67,295,864.3019
865.4001,Colegio My. Victor Ustariz,PDC,205,203,17,287,34,32,622,107,736,65,1507,865.4001
865.4002,Escuela Rene Barrientos O.,PDC,146,135,19,138,14,20,226,47,590,59,745,865.4002
865.4003,Escuela Esteban Arze,PDC,126,122,19,123,8,23,213,41,539,30,675,865.4003
866.4005,Unidad Educativa Huayculi,AP,109,21,22,20,9,3,84,11,475,30,279,866.4005
867.4006,Unidad Educativa Huasa Rancho,PDC,14,11,5,11,1,3,48,6,62,5,99,867.4006
868.4007,Escuela Luis Terrazas,PDC,10,1,3,1,1,0,15,0,137,7,31,868.4007
869.4004,Unidad Educativa Huerta Mayu,AP,13,2,0,1,1,0,12,0,280,7,29,869.4004
870.4008,U. E. San José de Calasanz,PDC,163,86,32,56,19,20,359,20,1079,149,755,870.4008
871.4009,U.E. Esteban Andia Escobar,PDC,7,3,0,0,3,0,21,1,117,6,35,871.4009
872.4010,U.E. La Viña,PDC,17,3,4,1,1,4,24,1,210,10,55,872.4010
873.4011,U. E. Arturo Sarmiento de Quiriria,AP,20,10,2,3,1,0,19,2,125,32,57,873.4011
875.4012,Centro Educativo German Busch   Arbieto,PDC,161,161,38,121,32,38,298,73,666,58,922,875.4012
876.4013,Unidad Educativa 6 de Junio   Mamanaca,AP,79,39,10,31,5,12,72,16,341,26,264,876.4013
877.4014,Unidad Educativa Antonio Arnez  Aranjuez,PDC,29,27,5,28,8,5,94,11,188,12,207,877.4014
878.4015,Escuela Seccional Arpita,PDC,89,18,12,35,6,6,151,15,430,24,332,878.4015
879.4016,Escuela Eliseo Torrico   Sacabamba,PDC,97,21,6,12,7,8,131,7,327,43,289,879.4016
880.4017,Escuela Seccional Challaque,PDC,32,12,5,3,3,2,36,1,131,15,94,880.4017
881.4018,Nucleo Matarani,PDC,41,5,5,6,2,12,73,5,415,33,149,881.4018
882.4019,Nucleo Escolar Quekoma,PDC,20,6,8,4,2,0,25,0,177,11,65,882.4019
883.4020,Unidad Educativa Apillapa,PDC,22,4,1,0,4,5,37,2,104,7,75,883.4020
884.26063,(Cárcel) Penitenciaria Arani,AP,33,7,0,4,0,0,11,3,34,4,58,884.26063
884.5001,Escuela Gualberto Villarroel,PDC,305,269,37,188,22,77,635,90,1125,120,1623,884.5001
884.5002,U.E. Arani,PDC,259,292,28,216,24,64,633,78,918,85,1594,884.5002
885.5003,Unidad Educativa Collpaciaco,PDC,41,48,7,27,11,26,111,6,251,27,277,885.5003
886.5004,Escuela Mixta Pocoata,PDC,26,16,16,19,5,4,32,19,187,32,137,886.5004
887.5005,Escuela Experimental Vacas,PDC,314,74,23,30,15,22,348,10,1610,162,836,887.5005
889.5007,Escuela Seccional Rodeo A,PDC,42,5,10,7,6,15,93,3,730,49,181,889.5007
891.5008,Unidad Educativa Totorapampa,PDC,1,2,0,1,0,1,6,0,182,2,11,891.5008
892.6001,Escuela Nataniel Aguirre,PDC,47,11,7,13,1,3,57,3,704,39,142,892.6001
893.6002,Escuela Juana Azurduy   Pongo K'Asa,AP,25,6,3,0,1,7,24,2,293,14,68,893.6002
894.6003,Escuela E Internado Dario Antezana V.,PDC,13,3,3,0,0,2,21,0,476,14,42,894.6003
895.25359,U.E. San Pedro,AP,25,5,1,5,3,1,12,1,144,23,53,895.25359
896.6005,Escuela Marcelo Quiroga Santa Cruz,AP,146,16,8,8,3,4,82,2,472,52,269,896.6005
897.6006,U.E. Adolfo Mercado,AP,98,10,8,7,4,3,50,3,899,54,183,897.6006
898.6007,Unidad Educativa Aniceto Arce,PDC,21,6,10,5,2,1,22,1,210,14,68,898.6007
901.6009,Escuela Seccional Rene Barrientos,PDC,27,6,7,9,4,1,40,0,300,26,94,901.6009
902.6010,U.E. Genoveva Rios,PDC,22,2,3,1,0,1,23,0,139,6,52,902.6010
903.6011,Escuela Elizardo Perez (Totorapampa),AP,83,10,9,8,10,10,64,6,492,57,200,903.6011
904.6012,Escuela Martin Cardenas (Tujuta),AP,22,0,3,0,0,5,14,0,171,9,44,904.6012
905.6013,Escuela Vicente Donoso (Aguas Calientes),AP,6,1,1,4,0,2,2,0,131,7,16,905.6013
907.25703,U. E. Oscar Unzaga De La Vega,PDC,92,90,11,75,10,6,150,17,298,18,451,907.25703
907.32076,U.E. Rodolfo Montaño Valderrama,PDC,40,22,3,41,9,4,89,13,154,10,221,907.32076
907.7001,Escuela Victor Barrientos,PDC,282,406,31,189,23,20,584,90,1237,88,1625,907.7001
907.7002,Unidad Educativa Juana Azurduy De Padilla,PDC,152,125,15,127,17,9,407,30,759,47,882,907.7002
909.32075,U.E. Jaime Mendez Quiroga,PDC,23,24,0,31,4,2,106,2,91,3,192,909.32075
909.7002,Unidad Educativa Custodio Ayaviri,PDC,333,501,36,282,29,19,880,75,1057,91,2155,909.7002
910.7003,Unidad Educativa Gustavo Garcia (Charamo),PDC,73,47,23,54,9,8,228,18,356,19,460,910.7003
912.7005,Escuela Apillapampa,AP,39,1,4,4,4,4,28,1,412,48,85,912.7005
913.7006,Escuela Prudencio Arauco (Santivañez),PDC,215,139,28,127,29,22,598,62,853,82,1220,913.7006
914.25919,Sede Social Chojtama,PDC,20,12,1,12,1,0,48,5,98,4,99,914.25919
915.7008,U. E. Castor Zambrana Huayñacota,PDC,24,8,1,10,6,7,36,4,351,12,96,915.7008
916.7009,Unidad Educativa Rocha Rancho,PDC,45,14,5,21,6,1,112,4,290,18,208,916.7009
917.7010,Sub Central Enrique Encinas (Ex Calera),PDC,35,11,10,6,5,1,76,3,362,17,147,917.7010
918.7011,Unidad Educativa Pampa Churihua,PDC,3,0,0,0,1,5,12,0,112,4,21,918.7011
919.7012,Unidad Educativa Caporaya,PDC,26,6,7,4,2,1,34,3,165,27,83,919.7012
920.7013,Unidad Educativa Jose Rivera,PDC,43,17,5,25,1,5,59,1,80,13,156,920.7013
921.7014,Nucleo Humanistico Sicaya,AP,95,12,6,9,5,5,52,2,892,61,186,921.7014
922.25931,U. E. Orcoma,AP,88,6,7,10,7,4,43,8,440,28,173,922.25931
923.32303,U.E. Perez Rancho,PDC,6,6,1,4,1,3,18,2,43,7,41,923.32303
923.32304,U.E. El Porvenir,PDC,35,18,1,7,4,2,37,3,130,14,107,923.32304
923.8001,Colegio Juan de Dios Balderrama,PDC,491,648,57,630,74,69,1429,224,1705,135,3622,923.8001
923.8002,Escuela Sucre,PDC,295,409,32,243,27,50,790,125,1076,84,1971,923.8002
924.8003,Unidad Educativa Chullpas,PDC,53,46,20,33,4,3,160,21,295,30,340,924.8003
925.8004,Unidad Educativa Huasacalle,PDC,96,57,9,21,12,8,160,15,318,33,378,925.8004
926.8005,Colegio Nacional Mixto Ucureña,PDC,277,164,32,155,29,37,865,78,529,53,1637,926.8005
927.8006,Unidad Educativa Santa Lucia,PDC,36,52,11,30,3,5,83,19,184,25,239,927.8006
928.8007,Colegio Ambrosini,PDC,175,129,29,72,14,43,336,24,1033,106,822,928.8007
93.2451,Esc. Simon Boliviar,PDC,225,74,47,61,41,62,1481,94,544,144,2085,93.2451
93.2456,Colegio Mariscal Santa Cruz,PDC,345,129,70,165,79,86,2302,147,746,157,3323,93.2456
93.2457,Colegio Omasuyos,PDC,366,120,66,157,74,94,2390,168,793,214,3435,93.2457
930.8008,Unidad Educativa Siches,PDC,15,10,6,5,1,3,20,1,188,7,61,930.8008
931.8009,Colegio Victor Rosales,PDC,213,179,18,169,26,30,463,76,692,44,1174,931.8009
932.8010,Escuela San Isidro,PDC,33,37,1,17,9,4,61,8,133,12,170,932.8010
933.8011,Escuela Santa Maria (Carcaje),PDC,131,137,12,159,22,22,328,62,484,43,873,933.8011
934.25031,Colegio Cristina Prada,LIBRE,118,464,21,921,24,49,625,307,311,21,2529,934.25031
934.25032,Colegio Franz Tamayo,LIBRE,251,825,53,1269,39,65,1075,468,618,39,4045,934.25032
934.25033,Unidad Educativa Nestor Adriazola (Ex Colegio Nacional Calama),PDC,472,818,63,1313,82,101,1840,514,1261,83,5203,934.25033
934.25034,Escuela 12 de Septiembre,PDC,268,586,51,551,34,87,875,258,644,47,2710,934.25034
934.25035,Escuela Arturo Quitón,PDC,318,386,39,429,63,58,1248,260,1096,67,2801,934.25035
934.25036,Escuela Simón Bolivar,LIBRE,213,589,31,771,40,60,697,324,496,25,2725,934.25036
934.25037,Instituto Particular Quillacollo,LIBRE,167,573,25,895,28,42,629,335,335,16,2694,934.25037
934.25039,Liceo América,LIBRE,276,907,18,1681,39,89,824,579,409,38,4413,934.25039
934.25042,Escuela Tomas Bata,LIBRE,180,645,25,700,24,41,499,344,315,30,2458,934.25042
934.25043,Escuela Fidelia C. De Sanchez,LIBRE,133,465,4,826,14,44,419,303,237,11,2208,934.25043
934.25044,Unidad Educativa Villa De Urkupiña,PDC,394,266,46,357,44,57,1268,168,1171,83,2600,934.25044
934.25045,Unidad Educativa Villa Moderna,PDC,298,374,25,719,45,42,1082,258,887,51,2843,934.25045
934.25046,Unidad Educativa Ironcollo,PDC,307,233,38,198,24,40,921,141,1050,53,1902,934.25046
934.25047,Unidad Educativa Marquina,PDC,431,250,48,363,62,57,1067,156,1656,122,2434,934.25047
934.25048,(Cárcel) Penal San Pablo,AP,75,22,7,18,3,5,30,11,157,28,171,934.25048
934.25049,Unidad Educativa Heroinas,LIBRE,175,544,19,711,28,44,623,278,289,25,2422,934.25049
934.25050,Teofilo Vargas Candia B,LIBRE,281,763,31,1154,50,56,1153,432,609,57,3920,934.25050
934.25051,Unidad Educativa Martin Cardenas,PDC,170,252,17,375,17,34,749,161,454,32,1775,934.25051
934.25052,Unidad Educativa Flora Salinas Hinojosa   Amalia Echalar,LIBRE,8,15,1,46,3,6,30,20,13,2,129,934.25052
934.25483,U.E. 21 de Septiembre,LIBRE,148,378,11,861,30,47,574,342,238,32,2391,934.25483
934.25682,U.E. 1ro. de Mayo,LIBRE,43,113,6,200,16,24,158,91,75,5,651,934.25682
934.25683,U.E. 12 de Enero B,LIBRE,73,154,6,262,11,17,246,117,133,9,886,934.25683
934.25689,U.E. Villa Asunción,PDC,74,110,6,143,14,5,224,78,140,27,654,934.25689
934.25905,U. E. Tunari,PDC,116,83,7,166,25,12,518,67,496,47,994,934.25905
934.26320,U. E. San Martín de Porres,LIBRE,14,63,2,129,7,8,97,40,36,4,360,934.26320
934.26469,U. E. Nuestra Señora de Urkupiña,LIBRE,16,42,1,166,4,3,68,52,27,2,352,934.26469
934.32077,U.E. Rene Crespo Rico,PDC,39,33,6,68,7,8,146,24,115,11,331,934.32077
934.32080,Unidad Educativa Marquina (Secundaria),PDC,66,32,6,92,11,10,261,21,263,19,499,934.32080
934.32299,U.E. San Martín de Porres Tarde,PDC,7,28,1,42,3,0,55,17,20,2,153,934.32299
934.32301,U.E. 23 de Marzo,PDC,41,30,7,63,10,7,136,22,158,12,316,934.32301
934.32360,U.E. Cerro Cota,PDC,57,21,9,27,5,4,130,14,162,9,267,934.32360
935.9014,U. E. Jose Miguel Lanza (Illataco),PDC,186,182,26,197,23,24,536,137,463,41,1311,935.9014
936.25687,U.E. Oscar Alfaro,PDC,67,64,11,98,20,7,265,60,201,16,592,936.25687
936.25688,U.E. Pocpocollo,PDC,32,56,7,81,11,2,146,36,75,3,371,936.25688
936.9015,Escuela Felix Martinez,LIBRE,454,1028,56,1502,45,103,1407,661,877,92,5256,936.9015
936.9016,Centro Integral Niño Jesus Fe y Alegria,LIBRE,81,224,11,529,35,34,433,213,251,24,1560,936.9016
937.9016,Normal Simón Rodríguez (Ex Nucleo Escolar Paucarpata),PDC,269,292,37,308,32,38,879,182,785,71,2037,937.9016
938.26182,U.E. Cotapachi,AP,92,26,8,19,3,5,81,10,191,18,244,938.26182
938.9017,U. E. Mcal. José Ballivian,PDC,232,471,26,656,42,64,724,272,368,38,2487,938.9017
938.9018,U. E. Milivoy Eterovic Matenda,LIBRE,160,445,15,769,38,63,638,314,308,21,2442,938.9018
938.9019,Colegio Nacional Calama (Nueva Infraestructura),PDC,59,177,2,327,15,19,363,106,170,13,1068,938.9019
939.25684,U. E. El Paso  A,PDC,256,281,33,453,52,31,1045,222,868,58,2373,939.25684
939.25685,U.E. Molle Molle,PDC,53,14,4,41,4,6,59,11,196,12,192,939.25685
939.25686,U.E. Santiago Apóstol,PDC,30,38,3,95,8,1,114,30,91,12,319,939.25686
939.9018,Unidad Educativa El Paso,PDC,400,411,59,432,38,56,1090,246,1004,76,2732,939.9018
939.9019,Unidad Educativa Maria Auxiliadora,PDC,164,165,17,202,29,17,400,81,375,30,1075,939.9019
939.9020,Instituto Tecnologico El Paso,PDC,143,190,19,358,23,34,542,155,431,24,1464,939.9020
94.2364,Escuela Central Casamaya,PDC,75,4,7,7,3,5,124,5,147,57,230,94.2364
940.9019,Unidad Educativa Bella Vista,PDC,592,221,46,286,49,47,1163,129,2112,137,2533,940.9019
941.9020,U. E. Rene Barrienos Ortuño (Misicuni),PDC,47,9,8,4,2,3,62,1,223,21,136,941.9020
941.9021,Centro Internado Misicuni,PDC,47,1,7,2,5,4,71,3,371,13,140,941.9021
942.25696,U.E. Daniel Albornoz I,PDC,32,11,3,17,1,2,52,7,194,7,125,942.25696
942.9021,Escuela Sucre (Sipe Sipe),PDC,528,423,55,369,27,68,993,196,2531,144,2659,942.9021
942.9022,Unidad Educativa Andres Uzeda Ocampo,PDC,405,220,37,418,54,58,1185,119,1823,96,2496,942.9022
943.9022,Unidad Educativa Suticollo,PDC,266,298,28,309,32,33,908,133,1028,74,2007,943.9022
944.9023,Unidad Educativa Viloma,PDC,175,62,26,60,15,20,358,37,705,41,753,944.9023
945.25906,U. E. German Busch,PDC,104,98,21,149,22,15,439,58,548,41,906,945.25906
945.25907,U. E. Isidoro Carrasco Olguín,PDC,100,24,5,25,9,6,196,12,679,29,377,945.25907
945.9024,Unidad Educativa Sauce Rancho,PDC,307,249,38,255,33,28,822,134,1183,95,1866,945.9024
946.9025,Esc. Rene Barrientos Ortuño (Itapaya),PDC,86,75,13,96,13,16,275,41,652,50,615,946.9025
947.9026,Unidad Educativa Eduardo Abaroa,PDC,214,87,36,144,23,18,602,76,1368,90,1200,947.9026
949.26319,U. E. Cohachaca Chico,PDC,92,45,4,79,15,9,206,23,449,22,473,949.26319
949.9027,Escuela Bolviana Americana,PDC,256,166,34,183,31,20,614,118,1064,86,1422,949.9027
95.2381,Colegio Antofagasta,PDC,85,13,19,15,11,22,386,21,173,46,572,95.2381
950.9028,Unidad Educativa Uchu Uchu,AP,4,1,2,4,2,1,2,1,409,7,17,950.9028
951.25697,U.E. La Floresta,LIBRE,78,118,7,330,25,19,293,111,192,12,981,951.25697
951.25698,U.E. Monseñor Salomón Romero,LIBRE,146,206,7,708,31,22,406,213,297,27,1739,951.25698
951.32302,U.E. Encanto Pampa,PDC,63,41,3,56,5,3,103,15,89,6,289,951.32302
951.9029,Colegio San Miguel (Tiquipaya),PDC,364,578,42,773,39,64,796,262,838,51,2918,951.9029
951.9030,Colegio Simon Bolivar (Tiquipaya),LIBRE,684,806,70,1385,82,85,1332,477,1553,125,4921,951.9030
952.26459,U.E. Técnico Humanístico San Gabriel,LIBRE,28,79,2,198,5,9,72,65,24,4,458,952.26459
952.9031,Escuela Toribio Claure,LIBRE,526,931,67,1689,63,82,1133,628,919,67,5119,952.9031
952.9032,Unidad Educativa Jesus Maestro,PDC,292,442,36,736,66,48,1010,323,695,38,2953,952.9032
953.9032,U.E. Santa María Magdalena Postel,LIBRE,193,283,15,387,17,27,370,134,243,24,1426,953.9032
954.9033,Nucleo Educativo Chapisirca,AP,83,7,8,2,4,2,38,0,689,33,144,954.9033
955.26151,U.E. Técnico Humanístico San Rafael,LIBRE,32,61,3,204,7,4,87,66,32,5,464,955.26151
955.26460,U. E. Constantino I,LIBRE,6,47,2,147,3,4,47,45,26,2,301,955.26460
955.9034,Unidad Educativa Libertad,LIBRE,393,843,40,1391,72,59,1160,525,680,61,4483,955.9034
956.9035,Escuela Eugenia Ravasco,LIBRE,181,371,13,753,26,32,398,243,236,24,2017,956.9035
957.25904,U. E. Titos Linde,LIBRE,19,55,0,196,4,7,53,67,24,2,401,957.25904
957.9036,Escuela Isaac Attie,LIBRE,132,478,18,1138,17,34,386,429,160,23,2632,957.9036
957.9037,Aldeas S.O.S,LIBRE,157,444,10,525,21,34,333,209,261,18,1733,957.9037
958.9060,Unidad Educativa Nuestra Sra. De Altagracia,PDC,69,70,8,125,7,19,156,63,121,9,517,958.9060
959.25699,U.E. Avelino Mérida Zubieta,PDC,99,102,8,330,47,34,527,180,213,22,1327,959.25699
959.25700,U.E. 5 de Septiembre,PDC,74,98,5,217,15,6,288,89,174,12,792,959.25700
959.25701,U.E. Soledad Rivas,PDC,62,84,7,104,13,10,230,44,131,15,554,959.25701
959.26462,U.E. Bartolina Sisa,PDC,30,59,5,68,7,7,126,26,99,11,328,959.26462
959.26464,U. E. Carmen Rosa Salguero,PDC,32,61,5,134,14,11,173,39,84,7,469,959.26464
959.26466,U. E. María Ayma,PDC,87,66,9,105,16,19,310,49,355,26,661,959.26466
959.26467,U. E. Nuestra Señora del Rosario,LIBRE,42,52,1,137,16,5,131,37,64,8,421,959.26467
959.9053,Escuela Melchor Cuadros,PDC,556,984,67,1188,65,165,1862,482,1548,110,5369,959.9053
959.9054,Escuela Martín Cardenas,PDC,411,605,51,638,62,108,1354,258,1193,88,3487,959.9054
