c,n,g,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,n,b,v,c_replaced
2564.1,Esc. La Embocada,PDC,27,17,7,27,4,17,94,76,110,29,269,2564.1
2565.1,Esc. El Palmar,PDC,93,22,10,76,5,25,149,37,300,49,417,2565.1
2566.1,Esc. Central Piedras Blancas,PDC,53,4,12,13,4,22,77,7,145,15,192,2566.1
2568.1,Esc. S. Juan Del Remanzo,PDC,14,3,0,0,1,1,37,19,7,6,75,2568.1
2569.1,Esc. La Cruz,PDC,108,9,18,103,10,17,276,24,198,75,565,2569.1
257.2470,Esc. Central Carazani,PDC,27,9,6,2,3,4,41,15,87,34,107,257.2470
2570.1,U. E. Puerto Yucumo,LIBRE,53,1,10,77,4,19,53,1,185,54,218,2570.1
2571.1,Esc. El Chacal,PDC,117,2,5,14,10,15,138,12,125,55,313,2571.1
2573.1,U.E. Gerardo Reyes,UNIDAD,55,195,20,441,13,54,194,1106,252,48,2078,2573.1
2573.25859,U.E. Umbelina Claure de Cuellar,UNIDAD,23,147,2,220,4,38,144,681,130,30,1259,2573.25859
2574.1,Esc. Central Palma Flor,UNIDAD,12,22,2,16,0,1,18,43,13,9,114,2574.1
2575.1,Esc. El Triunfo,UNIDAD,4,114,4,60,0,5,41,140,26,10,368,2575.1
2576.1,Esc. El Candado,UNIDAD,14,8,1,6,0,4,11,50,11,2,94,2576.1
2577.1,Esc. Puerto Yata,UNIDAD,0,8,1,6,0,0,5,46,19,1,66,2577.1
258.2487,Esc. Fernando Eloy Guachalla,PDC,121,4,34,16,21,13,228,11,319,109,448,258.2487
2581.1,U.E. Andrés Alberdi Salegui,UNIDAD,99,80,16,759,10,36,59,1112,131,54,2171,2581.1
2581.2,U.E. Monseñor Daniel Rivero,UNIDAD,88,70,7,351,8,35,48,821,117,59,1428,2581.2
2581.25861,U.E. John Fitzgerald Kennedy,UNIDAD,33,31,3,166,5,9,32,365,99,23,644,2581.25861
2581.3,U.E. Guillermo Searle,UNIDAD,60,61,5,302,8,12,44,576,120,24,1068,2581.3
2581.32021,U.E. Monseñor Carlos Anasagasti Zulueta,UNIDAD,70,69,9,354,9,22,67,689,79,38,1289,2581.32021
2581.32116,U.E. Antonio Carvalho Urey,UNIDAD,12,5,1,33,0,5,11,96,14,9,163,2581.32116
2582.1,Esc. Jose Max Paredes,UNIDAD,47,13,2,68,6,108,31,145,24,26,420,2582.1
2583.1,Esc. Coquinal,UNIDAD,38,15,3,19,1,2,0,53,17,12,131,2583.1
2584.1,Esc. San Carlos,AP,23,1,0,3,1,5,1,12,1,1,46,2584.1
2585.1,Esc. El Trompillo,AP,5,1,0,2,0,3,0,4,0,0,15,2585.1
2586.1,Esc. El Motacusal,UNIDAD,12,4,2,5,0,23,6,46,6,3,98,2586.1
2587.1,Esc. Los Montes De Oro,FP,2,1,3,0,1,0,0,0,1,0,7,2587.1
259.2473,Esc. Central Cheje,PDC,54,3,8,4,5,5,130,4,130,13,213,259.2473
2596.2,L. Gilfredo Cortez Candia,UNIDAD,212,115,45,293,22,59,270,591,303,87,1607,2596.2
2596.26360,U.E. Estanislau de Marchena,UNIDAD,214,97,37,285,15,77,222,495,349,85,1442,2596.26360
2596.3,U.E. Mayor Pedro Vaca Diez,UNIDAD,150,54,29,194,5,28,121,363,169,62,944,2596.3
2596.32022,U.E. Fuente de Vida,UNIDAD,160,79,29,228,18,42,222,413,234,83,1191,2596.32022
2597.1,Esc. Central San Ignacito,UNIDAD,1,1,0,2,1,0,0,4,3,1,9,2597.1
2598.1,Esc. Fatima,UNIDAD,10,14,3,28,0,6,5,58,17,2,124,2598.1
260.2475,Esc. Central de Yani,PDC,54,12,16,73,13,18,394,44,189,40,624,260.2475
2600.1,Esc. La Argentina,AP,43,2,5,10,1,12,7,14,9,4,94,2600.1
2601.1,Esc. El Desengaño,LIBRE,12,13,0,48,2,7,3,36,5,6,121,2601.1
2602.1,Esc. Central Santa Rosa,MAS-IPSP,17,9,9,2,3,22,19,19,24,12,100,2602.1
2603.1,Esc. Sub Central Pueblo Nuevo,AP,12,4,0,1,1,3,1,9,37,8,31,2603.1
2604.1,Esc. San Francisco,UNIDAD,18,11,2,43,5,14,6,49,82,18,148,2604.1
2605.1,Esc. Ovidio Roca C.,LIBRE,13,21,4,195,6,11,10,173,72,52,433,2605.1
2606.1,Esc. Monte Grande,PDC,37,0,6,15,2,3,69,17,100,39,149,2606.1
2608.1,Esc. San Jose De Patrocinio,PDC,0,1,2,5,1,0,19,3,1,2,31,2608.1
2609.1,Escuela Santísima Trinidad,AP,52,10,2,7,2,5,21,18,132,12,117,2609.1
261.2476,Esc. Secc. de Ankoma Sur,PDC,27,1,6,9,1,2,156,8,97,12,210,261.2476
2610.1,Esc. Pto. San Lorenzo,AP,15,2,3,14,2,6,3,11,40,19,56,2610.1
2611.1,Esc. San Miguelito Isiboro,AP,29,3,4,8,1,8,3,4,32,10,60,2611.1
2612.2,U.E. Arturo Cuellar Rea,UNIDAD,45,46,11,119,9,38,72,799,139,35,1139,2612.2
2612.3,Unidad Educativa 21 de Agosto,UNIDAD,34,26,3,180,1,40,37,768,65,24,1089,2612.3
2616.1,U.E. Napoleón Añez Ortiz,UNIDAD,53,80,7,743,18,217,105,743,213,63,1966,2616.1
2617.1,Esc. El Poyori,MAS-IPSP,1,4,1,11,0,21,0,7,1,4,45,2617.1
2618.1,Esc. Antofagasta,UNIDAD,39,19,1,24,0,2,26,102,19,10,213,2618.1
2619.1,Esc. Santa Rosa,UNIDAD,0,2,3,35,2,1,6,105,17,4,154,2619.1
2620.1,Esc. Chaco Lejos,UNIDAD,1,2,0,0,0,1,1,29,2,2,34,2620.1
2621.1,Esc. Puerto Ustarez,UNIDAD,5,6,2,6,1,3,7,59,11,3,89,2621.1
2622.1,Esc. Alejandria,UNIDAD,2,1,0,2,1,0,2,33,4,3,41,2622.1
2624.1,Esc. Perfecta Vda. De Bejarano,LIBRE,61,18,0,117,3,62,23,97,32,5,381,2624.1
2625.1,Esc. San Antonio,UNIDAD,6,3,5,1,0,6,4,8,6,4,33,2625.1
2626.1,Esc. Camiaco,LIBRE,17,20,6,93,7,34,24,90,23,15,291,2626.1
263.2471,U. E. Chacapa,PDC,10,1,11,7,0,2,42,2,36,15,75,263.2471
2630.1,Esc. Gundonovia,PDC,18,11,1,10,5,9,24,15,9,8,93,2630.1
2631.1,Esc. Sachojere,UNIDAD,59,10,1,45,0,48,21,115,19,12,299,2631.1
2633.1,Esc. Humberto Velarde,UNIDAD,12,7,2,46,0,9,16,118,19,5,210,2633.1
2634.1,Esc. Peroto,UNIDAD,6,4,1,49,0,30,9,55,30,4,154,2634.1
2635.1,Esc.Villa Banzer,UNIDAD,4,16,1,17,0,1,7,61,10,5,107,2635.1
2636.1,Esc. Santa Rosa,UNIDAD,48,48,12,42,2,35,61,108,58,22,356,2636.1
2637.2,Esc. Central 2 De Agosto,PDC,188,132,48,359,32,64,744,262,658,96,1829,2637.2
2638.1,Esc. Caimanes,UNIDAD,22,11,4,45,2,1,25,49,27,7,159,2638.1
264.2477,Esc. Nucleo San Antonio de Millipa,PDC,201,16,10,9,7,11,335,15,240,43,604,264.2477
2642.1,Esc. San Lorenzo,UNIDAD,7,15,3,19,0,2,9,49,9,4,104,2642.1
2643.1,Esc. Villa Alba,AP,50,11,1,33,1,2,6,37,13,5,141,2643.1
2644.1,U.E. Mcal. Jose Ballivian,UNIDAD,43,79,12,532,7,31,61,555,120,44,1320,2644.1
2644.32118,U.E. Carmen Urdininea Rivero,LIBRE,76,69,7,790,10,27,53,785,120,39,1817,2644.32118
2645.1,Esc. Angel Chavez Arza,UNIDAD,22,7,0,36,3,9,3,48,13,3,128,2645.1
2646.1,Esc. La Cayoba,LIBRE,0,1,0,85,0,0,0,30,9,1,116,2646.1
2647.1,Esc. Santa Maria,LIBRE,0,0,1,58,0,1,1,8,5,0,69,2647.1
2648.1,Esc. Central 1o. De Mayo,LIBRE,4,9,2,11,2,4,3,8,17,7,43,2648.1
2649.1,U.E. Cnel. Carmelo Cuellar J.,LIBRE,26,12,5,101,3,16,2,75,8,9,240,2649.1
265.2486,Esc. Nucleo Abispaya,PDC,54,6,5,11,2,7,94,4,174,23,183,265.2486
2650.1,U.E. Macedonio Paz Pino,LIBRE,61,38,4,427,4,53,40,415,109,28,1042,2650.1
2651.1,U.E. Carmelo López,LIBRE,222,33,4,477,7,55,21,343,61,29,1162,2651.1
2652.1,U.E. El Cairo,AP,38,5,0,36,0,2,0,14,2,2,95,2652.1
2654.1,Esc. El Remanzo,LIBRE,40,7,2,133,0,3,52,43,30,22,280,2654.1
2656.1,Esc. Seccional Cafetal,LIBRE,22,21,1,76,0,7,55,25,15,17,207,2656.1
2657.1,U.E. Juan Alberto Orellana,UNIDAD,102,15,6,349,5,49,28,366,48,21,920,2657.1
2658.1,Esc. El Carmen,UNIDAD,108,14,1,135,1,111,12,136,28,14,518,2658.1
266.2467,U.E. Nacional Guanay,PDC,164,116,38,257,23,101,731,208,537,112,1638,266.2467
266.2514,U.E. Carlos Crespo,PDC,140,121,40,222,24,80,715,168,462,79,1510,266.2514
2660.1319,Escuela Dr. Demetrio Canelas,PDC,34,10,3,4,5,8,39,2,227,33,105,2660.1319
2661.168,U. E. Kari,AP,237,9,16,15,13,6,195,4,123,33,495,2661.168
2662.213,U.E. El Manzanal,PDC,8,3,2,8,0,8,13,9,17,2,51,2662.213
2663.214,U.E. Ascanty,PDC,28,2,10,6,8,7,70,1,43,31,132,2663.214
2664.191,U.E. Cotagaitilla,PDC,34,9,6,11,3,10,80,5,71,21,158,2664.191
2665.221,U.E. Pulaxi,PDC,4,2,3,5,0,0,9,5,6,5,28,2665.221
2666.255,U. E. Cucho,PDC,6,2,3,2,0,1,23,5,12,4,42,2666.255
2667.492,U. E. Tapaxa,PDC,18,0,5,2,0,4,45,3,19,4,77,2667.492
2668.273,U. E. Huariraca,PDC,5,0,1,1,0,1,19,0,9,1,27,2668.273
2669.303,U.E. 2 de Agosto,PDC,16,8,5,16,0,6,86,9,61,12,146,2669.303
267.25733,U.E. Carura B,PDC,52,23,15,40,15,27,237,22,163,46,431,267.25733
2670.309,U.E. Litoral,PDC,12,3,7,16,2,3,41,4,13,4,88,2670.309
2671.321,U.E. Villa Imperial,PDC,3,0,1,1,0,1,15,0,23,3,21,2671.321
2672.327,U. E. Eduardo Abaroa de Pueblo Viejo,PDC,0,0,0,1,1,1,8,0,4,2,11,2672.327
2673.328,Esc. Bonete Palca,PDC,0,0,0,0,0,0,11,0,6,0,11,2673.328
2674.400,U.E. Tomas Frias,PDC,25,12,12,18,7,9,78,14,43,22,175,2674.400
2675.405,U.E. Gualberto Villarroel De Chichuyo,PDC,3,8,2,6,2,1,49,5,11,7,76,2675.405
2676.406,U.E. San Jose de Topala,PDC,8,10,2,9,2,3,28,7,21,9,69,2676.406
2677.438,U. E. Tamancaza,PDC,1,0,0,1,2,0,7,0,4,0,11,2677.438
2678.439,U.E. Villque,PDC,0,1,0,1,0,1,5,0,12,2,8,2678.439
2679.440,Esc. Villa Aroma,PDC,2,0,0,1,0,1,12,0,12,0,16,2679.440
2680.1,U.E. Nacional San Luis,UNIDAD,40,56,3,670,8,48,95,849,55,11,1769,2680.1
2680.100,C.E.B.A.,UNIDAD,119,81,26,358,33,62,377,696,256,41,1752,2680.100
2680.110,U.E. Jose Manuel Avila,UNIDAD,136,226,21,879,53,186,378,2039,277,37,3918,2680.110
2680.111,U.E. Tarija,UNIDAD,260,170,34,651,67,123,997,1380,779,102,3682,2680.111
2680.112,U.E. Teresa De Calcuta,UNIDAD,123,112,19,436,41,71,305,936,235,42,2043,2680.112
2680.113,U.E. Pampa Galana,UNIDAD,143,125,30,488,43,100,478,1155,349,49,2562,2680.113
2680.2,U.E. Maria Laura Justiniano,UNIDAD,50,48,5,700,11,57,86,866,50,4,1823,2680.2
2680.25548,Centro de Capacitacion Municipal,UNIDAD,27,40,3,254,22,36,102,468,81,13,952,2680.25548
2680.25709,U.E. Humberto Portocarrero 1,PDC,112,80,11,262,44,59,473,411,390,45,1452,2680.25709
2680.25710,U.E. Carmen Mealla,UNIDAD,58,59,8,398,16,76,144,778,102,20,1537,2680.25710
2680.25711,U.E. Lourdes,UNIDAD,205,223,36,634,89,153,856,1460,643,105,3656,2680.25711
2680.25712,U.E. Santa Ana,UNIDAD,160,171,17,858,52,139,542,1792,329,54,3731,2680.25712
2680.25713,U.E. Víctor Varas Reyes,UNIDAD,96,102,10,393,28,48,255,931,189,20,1863,2680.25713
2680.25714,U.E. Aniceto Arce,UNIDAD,22,25,1,208,12,21,74,349,49,11,712,2680.25714
2680.25715,U.E. Alberto Baldivieso,UNIDAD,57,46,6,162,31,41,253,312,150,21,908,2680.25715
2680.26474,U.E. Santa Rosa,UNIDAD,35,48,5,118,10,26,154,324,113,19,720,2680.26474
2680.26475,U.E. Valle Hermoso,UNIDAD,90,43,12,140,22,39,300,303,283,44,949,2680.26475
2680.26476,U.E. Moto Mendez,UNIDAD,40,45,9,159,23,38,172,278,123,19,764,2680.26476
2680.26477,U.E. Los Laureles,UNIDAD,31,32,4,79,13,12,96,139,86,9,406,2680.26477
2680.31052,U.E. Bernardo Navajas Trigo 1,UNIDAD,37,32,2,174,16,30,121,436,81,7,848,2680.31052
2680.31053,Coliseo 15 de noviembre,UNIDAD,68,65,10,152,20,28,213,392,154,26,948,2680.31053
2680.31054,U.E. Hermann Gmeiner Inicial (Kinder),UNIDAD,79,55,13,111,16,32,229,246,199,28,781,2680.31054
2680.31055,Coliseo San Roque,UNIDAD,92,115,7,479,11,79,181,1232,146,22,2196,2680.31055
2680.31056,U.E. Emma Rossel (Kinder),UNIDAD,38,54,7,154,12,25,106,350,75,15,746,2680.31056
2680.31057,U.E. Hno. Felipe Palazon,UNIDAD,49,73,13,389,13,80,171,849,96,18,1637,2680.31057
2680.31058,U.E. San Jorge Inicial (Kinder),UNIDAD,35,56,6,195,11,53,137,538,74,19,1031,2680.31058
2680.31060,U.E. Bolivia Inicial (Kinder),UNIDAD,23,44,3,291,4,41,67,424,47,13,897,2680.31060
2680.31061,Centro de educación Especial El Refugio,UNIDAD,51,33,6,220,15,38,103,361,109,10,827,2680.31061
2680.32142,U. E. José Manuel Ávila 3 (KINDER),UNIDAD,14,37,4,166,18,21,79,273,30,3,612,2680.32142
2680.32143,U. E. Prodat,UNIDAD,38,28,3,136,17,15,107,214,54,11,558,2680.32143
2680.32338,U.E. Andalucía,UNIDAD,0,0,0,16,0,0,2,19,1,0,37,2680.32338
2680.32339,U.E. José María Velaz 1,UNIDAD,16,9,4,26,7,6,57,63,27,4,188,2680.32339
2680.32414,U.E. San Antonio 2,UNIDAD,15,14,2,88,0,6,38,139,21,4,302,2680.32414
2680.4,U.E. Rosa Arce,UNIDAD,69,71,5,638,12,75,113,1025,86,22,2008,2680.4
2680.5,U.E. San Roque,UNIDAD,94,114,8,883,26,100,168,1415,99,11,2808,2680.5
2680.56,U.E. Narciso Campero,UNIDAD,19,18,1,311,2,27,60,367,28,6,805,2680.56
2680.6,U.E. Avelina Raña,UNIDAD,110,131,11,618,29,92,215,1234,158,23,2440,2680.6
2680.67,U.E. Hermann Gmeiner,UNIDAD,241,223,39,523,60,107,870,1040,761,116,3103,2680.67
2680.68,U.E. Ignacia Nazaria March,UNIDAD,258,173,42,617,51,126,880,1146,743,85,3293,2680.68
2680.69,U.E. Liceo Campero,UNIDAD,42,27,5,431,8,43,54,520,43,6,1130,2680.69
2680.70,U.E. Juana Azurduy De Padilla,UNIDAD,101,102,24,845,31,113,234,1421,183,21,2871,2680.70
2680.71,U.E. Esteban Migliaci,UNIDAD,147,138,19,818,44,108,400,1553,263,49,3227,2680.71
2680.72,U.E. Juan XXIII,UNIDAD,116,127,4,1193,28,179,265,1936,210,28,3848,2680.72
2680.73,U.E. Octavio Campero Echazu,UNIDAD,260,273,39,913,93,177,701,1883,595,83,4339,2680.73
2680.74,U.E. Castelfort Castellanos,UNIDAD,52,79,8,455,17,81,202,912,103,23,1806,2680.74
2680.75,U.E. Belgrano,UNIDAD,160,174,18,1704,48,231,371,2607,272,40,5313,2680.75
2680.76,U.E. San Jorge,UNIDAD,128,171,8,807,37,127,491,1740,304,54,3509,2680.76
2680.77,U.E. El Portillo,UNIDAD,117,118,21,315,31,53,369,778,357,70,1802,2680.77
2680.78,(Cárcel) Penal de Morros Blancos,UNIDAD,128,31,11,35,6,22,70,172,113,33,475,2680.78
2680.79,U.E. San Geronimo,UNIDAD,143,120,18,937,43,124,361,1335,223,26,3081,2680.79
2680.8,U.E. Carmen Echazu,UNIDAD,38,58,2,466,11,43,79,739,36,17,1436,2680.8
2680.80,U.A.J.M.S Campus,UNIDAD,101,99,10,773,30,104,436,1008,234,27,2561,2680.80
2680.81,U.E. San Luis,UNIDAD,77,115,10,480,25,81,191,908,148,43,1887,2680.81
2680.82,U.E. Los Callejones,UNIDAD,51,51,6,280,26,44,93,507,76,16,1058,2680.82
2680.83,U.E. San Blas,UNIDAD,26,40,3,139,14,31,114,368,92,11,735,2680.83
2680.84,U.E. 6 de Junio,UNIDAD,72,71,14,416,19,81,169,748,131,34,1590,2680.84
2680.85,U.E. Fe y Alegria,UNIDAD,137,157,25,467,40,98,412,1090,312,37,2426,2680.85
2680.86,U.E. Juan Pablo II,UNIDAD,164,181,23,841,65,177,491,1492,422,73,3434,2680.86
2680.87,U.E. Bolivia,UNIDAD,121,115,12,945,22,127,206,1257,227,31,2805,2680.87
2680.89,U.E. La Paz,UNIDAD,191,262,28,789,49,143,530,1756,409,76,3748,2680.89
2680.90,U.E. Bancario,UNIDAD,15,26,4,333,11,12,62,458,39,7,921,2680.90
2680.92,Salon Capacitacion Barrio Catedral,UNIDAD,64,57,9,311,19,64,148,452,103,18,1124,2680.92
2680.94,U.E. Eulogio Ruiz,UNIDAD,233,208,41,688,69,141,843,1336,667,88,3559,2680.94
2680.95,U.E. Eduardo Orozco Alfaro,UNIDAD,140,133,21,477,40,87,450,1030,351,65,2378,2680.95
2680.97,U.E. J. Naval Monzon,UNIDAD,192,169,30,882,42,157,497,1384,418,70,3353,2680.97
2680.98,U.E. Julio Calvo,UNIDAD,247,209,50,666,68,149,788,1471,692,73,3648,2680.98
2680.99,U.E. Nuestra Señora Del Rosario,UNIDAD,166,133,20,539,40,91,469,1083,300,38,2541,2680.99
2681.1,Esc. Wenceslao Añez,LIBRE,30,33,2,101,2,14,22,80,34,23,284,2681.1
2682.1,Esc. Buena Vista,LIBRE,7,23,5,75,5,3,35,43,33,8,196,2682.1
2683.1,Esc. Somopae,UNIDAD,32,29,2,52,6,7,32,75,21,9,235,2683.1
2684.4,U.E. La Compañia,UNIDAD,41,16,11,49,4,28,82,99,70,23,330,2684.4
2686.1,Sede Social Carpani,PDC,100,15,18,15,9,14,255,33,272,50,459,2686.1
269.2496,Col. Nucleo Tajlihui,AP,42,4,11,6,2,6,41,3,60,13,115,269.2496
2697.18023,Esc. U.E. German Busch (P. Grether),AP,60,4,8,21,3,1,44,24,212,15,165,2697.18023
2698.32110,U. E. Rvdo. Padre Antonio Rainer,UNIDAD,35,19,1,90,1,9,58,108,61,13,321,2698.32110
2698.5509,Esc. Daniel Zambrana,LIBRE,176,98,35,676,14,48,140,571,267,83,1758,2698.5509
272.25774,U.E. Santa Rosa de Challana,PDC,10,2,2,8,0,4,15,7,10,1,48,272.25774
273.2488,Esc. Secc. de Poroma,AP,57,8,5,5,1,14,45,2,71,8,137,273.2488
274.2469,Esc. San Juan de Challana,LIBRE,0,0,1,41,2,0,29,3,6,1,76,274.2469
2741.65,Esc. Ockoruro,PDC,5,11,8,3,2,1,36,3,23,19,69,2741.65
2742.491,U.E. Simon Bolivar A de Toropalca,PDC,49,29,7,28,6,14,187,32,129,32,352,2742.491
2743.2,U. E. Chañocahua,PDC,601,126,160,248,97,132,2730,268,1987,228,4362,2743.2
2747.1,Esc. San Pablo Isiboro,LIBRE,8,7,4,40,2,39,16,8,20,23,124,2747.1
2748.1,Esc. Buen Jesus,UNIDAD,60,23,5,43,5,21,63,79,40,19,299,2748.1
2749.1,U.E.   Warnes,AP,142,79,13,28,2,7,32,97,60,31,400,2749.1
275.2489,Esc. Secc. Mixta La Fabulosa,PDC,10,0,0,0,0,1,25,6,12,2,42,275.2489
2751.13,U.E. Nueva Esperanza,LIBRE,11,17,1,62,2,7,10,20,25,3,130,2751.13
2753.40,U.E. Manchester,LIBRE,1,20,0,22,1,1,11,15,7,3,71,2753.40
2754.56,U.E. Vista Alegre,AP,85,14,1,41,5,8,21,39,30,10,214,2754.56
2756.1,Colegio San Isidro De Anfaya,PDC,16,2,0,8,2,5,54,2,183,22,89,2756.1
2757.1,Posta Sanitaria,AP,2,0,0,0,0,1,1,0,24,1,4,2757.1
2758.1,Escuela Seccional La Revuelta,PDC,37,16,18,9,6,13,113,16,97,33,228,2758.1
2759.1,Unidad Educativa La Cienega,PDC,24,1,3,8,5,6,48,2,152,24,97,2759.1
276.2490,Sindicato,PDC,5,2,1,5,0,1,21,1,23,2,36,276.2490
2761.5510,Esc. German Busch Yacuses,UNIDAD,37,46,9,129,5,19,107,176,87,31,528,2761.5510
2762.4017,Esc. Seccional Itatique,UNIDAD,4,16,2,13,2,2,7,38,12,4,84,2762.4017
2763.4021,U.E. José Esteban,LIBRE,75,56,10,162,7,23,80,77,34,41,490,2763.4021
2764.14033,Esc. Pto. Camacho,UNIDAD,124,205,24,493,21,130,486,526,323,79,2009,2764.14033
2765.2493,Esc. Nucleo Cocoy,PDC,25,9,18,9,1,5,85,3,192,19,155,2765.2493
2766.2543,U.E. Torewa,LIBRE,2,3,2,7,1,6,3,3,21,4,27,2766.2543
2767.25605,U.E. 14 de Noviembre Paz y Unidad,PDC,313,79,94,222,88,87,2117,198,844,93,3198,2767.25605
2767.25606,U.E. República de Japón,PDC,205,57,70,144,58,72,1703,187,593,77,2496,2767.25606
2767.25607,U.E. República Islámica de Irán,PDC,50,8,16,50,14,17,374,61,143,6,590,2767.25607
2767.26160,U.E. Mariscal Santa Cruz,PDC,159,62,41,193,76,64,1348,209,462,46,2152,2767.26160
2767.26161,U.E. Nueva Tilata,PDC,179,43,42,158,56,58,1167,194,368,38,1897,2767.26161
2767.2912,Esc. Centro Tilata,PDC,886,176,324,414,129,287,5374,555,2578,294,8145,2767.2912
2767.32200,U.E. 6 de Junio,PDC,49,20,19,89,21,26,495,94,146,13,813,2767.32200
2768.5051,Unidad Educativa Bolivia Viloco,PDC,148,8,8,40,8,8,333,23,122,19,576,2768.5051
2769.2669,Colegio Inicua Alto,PDC,115,17,54,24,17,56,511,12,723,74,806,2769.2669
277.2508,U. E. 16 de Julio de Mapiri,PDC,231,146,60,296,56,88,1726,295,699,186,2898,277.2508
2770.2689,Escuela Unduavi,PDC,8,7,6,10,5,3,35,12,8,4,86,2770.2689
2771.2402,U.E. Pauje Yuyo,PDC,52,3,5,2,2,9,71,2,98,13,146,2771.2402
2772.2288,Escuela Villa Rosario,PDC,65,5,20,6,4,8,92,13,70,31,213,2772.2288
2773.11,U. E. 11 de Octubre,LIBRE,123,196,19,635,39,76,519,389,261,33,1996,2773.11
2773.12,U.E. German Busch,LIBRE,87,123,8,274,16,35,260,200,110,27,1003,2773.12
2773.13,(Cárcel) Cárcel Pública (Villa Busch),UNIDAD,21,28,9,47,7,37,37,161,67,31,347,2773.13
2773.14,U.E. De Bella Vista,PDC,103,133,17,280,9,59,320,200,261,30,1121,2773.14
2773.23,U. E. Vaca Diez (Intermedio),LIBRE,33,54,4,268,3,31,130,122,85,5,645,2773.23
2773.25028,U. E. Cobija,LIBRE,136,199,18,736,29,101,568,488,279,52,2275,2773.25028
2773.25029,U. E. Mariscal Sucre,PDC,149,156,26,547,37,91,734,375,339,47,2115,2773.25029
2773.25031,U. E. Rogelia Menacho De Balcazar,PDC,72,150,14,401,18,96,412,303,182,33,1466,2773.25031
2773.25032,U. E. José Manuel Pando,PDC,141,240,16,631,26,98,633,440,333,39,2225,2773.25032
2773.25033,U. E. Sofia Calpiñeiro,LIBRE,51,96,11,431,8,53,110,257,68,17,1017,2773.25033
2773.25034,U. E. Juana Azurduy De Padilla,LIBRE,26,53,4,209,4,24,97,129,49,5,546,2773.25034
2773.25035,U.E. Defensores Del Acre,LIBRE,122,190,19,648,29,126,539,533,218,40,2206,2773.25035
2773.25036,U. E. Vaca Diez (Medio),LIBRE,46,96,4,467,12,69,222,317,85,20,1233,2773.25036
2773.25037,Kínder Víctor León Arueta,LIBRE,10,15,1,90,1,8,28,37,13,1,190,2773.25037
2773.25040,U. E. Manuela Rojas,LIBRE,137,376,13,1017,32,134,556,745,290,51,3010,2773.25040
2773.25041,U. E. Simon Bolivar,LIBRE,118,319,38,823,27,104,680,652,376,71,2761,2773.25041
2773.25042,U.E. Villa Cruz,LIBRE,13,29,2,154,4,3,55,78,18,4,338,2773.25042
2773.25938,U.E. Héroes de la Distancia,LIBRE,26,74,5,294,4,32,77,157,58,3,669,2773.25938
2773.26074,U. E. Abaroa,LIBRE,14,60,1,142,3,6,50,69,39,11,345,2773.26074
2773.26076,U. E. Juan Evo Morales Ayma,PDC,16,32,3,84,3,29,109,57,59,7,333,2773.26076
2773.26077,U. E. Marcelo Quiroga Santa Cruz,PDC,10,27,4,72,1,7,73,41,46,7,235,2773.26077
2773.26078,U. E. Alfredo Ovando Candia,PDC,40,52,3,95,4,41,113,78,45,15,426,2773.26078
2773.3,U. E. Instituto Americano,LIBRE,25,39,12,291,6,29,90,170,32,2,662,2773.3
2773.32002,INCOS Pando,LIBRE,83,146,8,582,20,82,347,396,139,23,1664,2773.32002
2773.5,U. E.  America,LIBRE,45,48,2,248,5,25,90,143,49,10,606,2773.5
2773.8,U.E. Mariano Baptista,LIBRE,36,59,3,288,7,28,207,186,73,8,814,2773.8
2774.1,Escuela Cayimbaya,AP,115,11,14,9,9,7,87,7,152,52,259,2774.1
2775.1,Escuela Cotaña,AP,201,3,9,17,5,10,139,1,305,46,385,2775.1
2776.1,Escuela Tahuapalca,PDC,81,5,20,8,4,10,105,3,152,26,236,2776.1
2777.1,Escuela Tirata,AP,104,5,16,9,2,9,65,17,139,24,227,2777.1
2778.1,U. E. Marquirivi,PDC,323,70,79,252,47,99,1342,301,493,103,2513,2778.1
2779.1,Unidad Educativa Villa Harca,PDC,13,16,5,9,3,7,65,10,39,11,128,2779.1
278.2516,U.E. Juan José Torrez,PDC,65,26,12,23,9,16,231,34,215,59,416,278.2516
2780.1,Esc. Rural Canaviri,PDC,26,4,5,3,4,3,65,15,39,7,125,2780.1
2781.1,Esc. Chucura,PDC,16,1,1,3,2,10,46,3,55,12,82,2781.1
2783.25836,U.E. Kasillunca,PDC,44,4,19,7,1,12,132,15,76,11,234,2783.25836
2784.10,U.E.  Alto de la Alianza,UNIDAD,71,136,20,516,9,69,175,681,179,62,1677,2784.10
2784.11,U.E.   Los Almendros,UNIDAD,85,144,23,551,14,56,228,926,233,92,2027,2784.11
2784.13,U.E.   Antonio Vaca Diez,UNIDAD,59,61,13,420,5,34,103,587,129,45,1282,2784.13
2784.14,U.E.   Manuel Vicente Ballivian,LIBRE,28,35,4,230,1,16,65,185,31,13,564,2784.14
2784.15,U.E. Miguel Antelo,UNIDAD,11,32,4,112,3,12,57,282,40,20,513,2784.15
2784.16,U.E.   Brasil,UNIDAD,75,123,20,659,14,60,233,1002,219,71,2186,2784.16
2784.17,U.E. Belen,UNIDAD,53,109,12,221,7,27,103,415,162,60,947,2784.17
2784.18,U.E. Simón Bolívar,UNIDAD,27,65,8,187,4,15,81,262,64,30,649,2784.18
